Nr.,Comment in English,Spam / Ham,Polarity,Likes,Replies
388.0,This is dumb. Why not just implement more public transit.,ham,negative,0,1
389.0,"Finally understood the meaning of this slang "" dope level shit""",spam,negative,0,0
390.0,are u ok elon,spam,neutral,0,0
391.0,Elon good idea 💡,spam,positive,1,0
392.0,Gotta have this beat 😩,spam,neutral,0,0
393.0,Ok so the company has thought of earth crust problems.  The surface road will become very weak.,ham,negative,0,7
394.0,1.08 Red car pulls up like a king to car elevator thingy without a bottleneck.....definitely is unbelievable! ,ham,neutral,0,0
395.0,Ngl ill piss myself,spam,negative,0,0
396.0,"how many tunnels do we need underground? for subway train, hyperloop, boring company,...",ham,negative,0,0
397.0,"The Boring Company : how to put autonomous cars on autonomous car pods.
Also The Boring Company : how to build expensive heavy load car elevators to access tunnels instead of less expensive tunnel in and out drive ways like on regular tunnels.
Would it not cost less : 1) if instead of car elevators you would have the usual tunnel driveways for several floors or like in a subterranean parking building drive ways to lower floors.
2) and leaving out the expensive high maintenance car pods and let the autonomous cars drive alone in the tunnels on the correct paths would also be better.",ham,neutral,0,0
398.0,"Man this looks a bit imaginary
It's really tough to do this
It would be better if this system was made only for Ambulance, Police Cars and other emergency vehicles",ham,neutral,29,7
399.0,"Just what the earth needs, more holes!",spam,neutral,0,0
400.0,I can imagine people getting into tunnels to make videos for YouTube,spam,neutral,0,0
401.0,"The Boring Company should consider  tunnels for flood control, a field to be researched...",ham,neutral,0,0
402.0,Elon musk is not a human 😏!,spam,neutral,0,0
403.0,They are gonna find a lot of weird stuff once they start working on those tunnels,spam,neutral,0,0
404.0,"Then one day an earthquake will happen and the tunnels will break down and 
every building on top will fall 20m down and result in dull destruction",ham,negative,0,1
405.0,"with this, highways would be considered weak and fragile. now we can travel the city when there’s a nuclear blast",ham,negative,0,0
406.0,When everyone including the police are waiting to go 100mph I will just use the old roads and step on it lol,spam,neutral,0,0
407.0,The Best One,spam,neutral,0,0
408.0,Bro Elon musk is gonna be the new evolution,spam,neutral,0,0
409.0,How do i say where i want to go?,ham,neutral,0,0
410.0,So this is what Elon Musk thinks of in the shower,spam,neutral,1,0
411.0,"Actually i thought this idea, 3years before",spam,neutral,0,1
412.0,I had this idea when i was 10 is tht makes me smart ?,spam,neutral,0,1
413.0,Wow,spam,positive,0,0
415.0,non Tesla drivers might feel jealous lol,spam,neutral,0,0
416.0,Funny how Elon can make the boring company exiting.,spam,neutral,1,0
417.0,Wow that's boring,spam,neutral,1,1
418.0,Demnn!! I love what I just watch. Make happened elon,spam,positive,0,0
419.0,Great idea,spam,positive,1,0
420.0,Who ever likes elon and his idea hit that like,spam,positive,0,0
421.0,It can be done,spam,neutral,0,2
422.0,ugh this video is so BORING,spam,negative,0,0
423.0,New cities on mars of course,spam,neutral,0,0
424.0,Perfect for new cities,ham,positive,0,0
425.0,"No, if it's like this, why do you need a car",spam,neutral,0,0
426.0,Imagine this being the future,spam,neutral,0,3
427.0,"Parked at the roadside.

The car:",spam,neutral,0,0
428.0,This is what São Paulo (Brazil) realy need...,spam,neutral,0,0
429.0,"This is just stupid...
And i like it.",spam,negative,0,0
430.0,looks like a car metro if you ask me😂😂,spam,neutral,1,0
431.0,"Elon:Uhhh...LA traffic is sucks,i'm gonna build an tunnel through the entire downtown...that will gonna be a great plan !
*a few months later*
Elon:We have dig a tunnel though the downtown LA,right ?
Advisor:Yes
Elon:Then we will sell hats of The Boring Company 
Advisor:Ok...I guess...
Elon:And then we will sell flamethrowers  to pay the money for the tunnel
Advisor:I don't think it's a good Id...
Elon:And then we will throw the leftover money to SpaceX,and then i will send my f**king car into space using the most powerful rocket we have ever made...muhahaha
Also Elon: *Starting to laughing like a psychopath*
Advisor: *ELON ARE YOU OK ?*",spam,neutral,2,1
432.0,Honestly that’s pretty cool,spam,positive,0,0
433.0,And Elon thought of this entire concept because he was stuck in traffic?,spam,neutral,0,0
434.0,only for people who cant afford gas,spam,neutral,0,0
435.0,Elon r u good my guy,spam,neutral,0,0
436.0,"Man, duh vok",spam,neutral,0,0
438.0,Which game?,spam,neutral,0,0
439.0,"Everyone saying taxis for cars or making fun, you guys lack common sense.
As self driving cars are not fully automated rn, that's why company shows us a pad on which the car is static but once it's cars are fully automated, all the cars will drive themselves in the tunnels.
This elon guy is a future genius, he thinks of years ahead( ex- colonizing mars)",ham,neutral,0,0
440.0,Elon r you ok?,spam,neutral,0,0
441.0,elon r u  ok?,spam,neutral,0,0
442.0,im scared,spam,negative,0,0
443.0,theres a road in a road,spam,neutral,1,0
444.0,dude elon musk did this right??? just checking idk whats happening,spam,neutral,0,0
445.0,Is that future of,spam,neutral,0,0
446.0,Make the future great again,spam,positive,0,0
447.0,Subways in the future be like,spam,neutral,1,0
448.0,elon is really doing the future,spam,neutral,0,0
449.0,"If they’re cars on carts on wheels, whats the point",spam,neutral,0,0
450.0,hmm i think i saw a similar movie that will smith appeared,spam,neutral,0,0
451.0,when you forget to have a speedlimit so everyone died,ham,neutral,0,1
452.0,Great for an escape,spam,neutral,1,0
453.0,elon r u ok?,spam,neutral,0,0
454.0,"It is necessary to come up with something else, but it seems a bit complicated to me not?",spam,negative,0,0
455.0,"It does not solve a shit, cars need to go away",spam,negative,0,2
456.0,"Instead of Decongesting Cities they Build freeways and Tunnels and all that does is
 Compound the Oroblems they're already having by making People from other Cities, States and Countries to move to that place thinking life has become better and safer and it adds more people compounding the problem .",ham,negative,0,0
457.0,"Cool idea but how will the car holders get back to where they started? 
Perhaps an attachment to the actual vehicle will be better. Like a couple hooks or something",ham,neutral,0,0
458.0,These tunnels look like underground mines in minecraft,spam,neutral,0,0
459.0,I think you should ad a roof that closes when the car goes down so I don’t fall into the hole,ham,neutral,42,5
460.0,This when ? tell me,spam,neutral,0,0
461.0,Whats the point of cars if there can be' cabins,spam,neutral,0,0
462.0,It's impossible!!! Because every place should be dug out to build this shit,spam,negative,0,1
463.0,"It’s cool, but being underground I suspect the scenery outside will get quite boring
*gets thrown on a SpaceX rocket and launched into the sun*",spam,neutral,2,1
464.0,This could likely happen in the future.,spam,neutral,0,0
465.0,"you are sick, it never works",spam,negative,0,0
466.0,Only Teslas allowed in these lol. THATD BE RICH,spam,neutral,0,2
467.0,"SCI FI, unrealizable, better to concern on Hyperloop, is really nice and can be real in this century.",spam,negative,0,1
468.0,Elon doesn’t talk about the future. He’s creating it,spam,neutral,0,0
469.0,This is gonna be epic when is finished!,spam,positive,0,0
470.0,This reminds me of those scale electrics cars!,spam,neutral,0,0
471.0,elon are you ok,spam,neutral,0,0
472.0,"Well, can this be done within 50 years?",spam,neutral,0,0
473.0,"The question is, how is all this going to get organized... Or how much will it cost…
 Maybe would be okay to use like  the HOV express paid lanes, something like that",ham,neutral,0,0
474.0,Jesus christ what a deathtrap!,spam,negative,0,0
475.0,"This is never gonna happen, it's a huge waste of resources and a logistics nightmare. 
Elon Musk's cult will defend everything he invests in.",spam,negative,0,2
476.0,Do you have to have a Tesla,ham,neutral,0,0
477.0,why dont u just build a trian underground?,ham,neutral,0,0
478.0,*Elon Musk invents...the tunnel!*,spam,neutral,0,1
479.0,This reminds me of those car lifts from evangelion,spam,neutral,0,0
480.0,Ingenious but boring,spam,negative,0,0
481.0,imagine using your arms legs and most of the brain to drive,spam,neutral,0,0
482.0,Its been 3 years,spam,neutral,0,0
483.0,How are they going to dig all that hole and spaces underground? Cars and people are gonna fall into the holes.,ham,negative,0,1
484.0,"I highly doubt a bunch of tweakers in their 1988 Datsun will be ""allowed' to use this. I'm sure its a hefty price to use it.",spam,negative,0,0
485.0,"what about other 1000 cars that left on the street? how many wholes do you need.
..i like the vision but I dont see how its going to be implemented...",ham,neutral,0,2
486.0,"Congratulation on completing the second tunnel, soon y’all can update this with actual footage.",spam,positive,0,0
487.0,It's very futuristic!,spam,positive,1,0
488.0,DAAAAAAAAAAAAAMN!,spam,neutral,0,0
489.0,"Elon, r u ok",spam,neutral,0,0
490.0,Assuming the earth is hollow.,spam,neutral,0,0
491.0,It needs to come to India.,spam,neutral,0,0
492.0,gta 6 leaked,spam,neutral,0,0
494.0,Its just me or someone else also find this scary 😶,spam,negative,0,0
495.0,Yes smuggling drugs would be easier,spam,neutral,0,0
496.0,wouldn't this leave a hole in the ground for people to drive into?,ham,neutral,0,0
497.0,"Rather than boring a maze underground,  he should better be investing in flying cars. 
Even his Tesla would be in a precarious situation with the emergence of Hydrogen Fueled cars..",ham,neutral,0,2
498.0,As much of a meme that this is this looks like an amazing idea,spam,positive,0,0
499.0,"We dont need cars just capsules that are ours, the vehicles will come and 
take us were we need and we can travel on public transportation without this problem of using a public bench",ham,neutral,1,0
500.0,Plot twist: you need to own a Tesla to use it,spam,neutral,0,1
501.0,"Understand this to all of you Elon Mush followers. EL ON, is an imposter on Our Planet and he is 
doing more harm to Our Planet and Atmosphere than you may think; with his revolutionary ideas. He is nothing but a South African Foreign Immigrant Boy Genius, that made his way into the USA through Canada, then by way of California. EL ON steals Our Tax Dollars by way of Grant Money from Our Own USA Government, which should go to USA Native Geniuses. No, instead Our Own USA Government gives this False Icon known as EL ON Musk the financial backing to pollute Our Earth with his Lithium Batteries and pollute Our Atmosphere with his Rockets and much other Space Debris. Now he plans to pollute Our Atmosphere even more with his Starlink Enterprise, which will cause a number of collisions with other Satellites in Space, causing more Space Junk and more Collisions. Who gave this EL ON a pass to pollute Our World and Atmosphere? The USA / State Government? News Flash, the Governments are there to Serve The People and We pay Our Taxes so the Governments can give EL ON more Grants and State Incentives to pollute Our World and Atmosphere.  This EL ON is an imposter sent to drain and deplete Our Planet and he is helping the Droconians find a new home in the next Planet over, Mars, so that they may Industrialize Mars too. Don't believe his hype. He only develops prototypes for his projects or Low Scale Developments of his ideas to a Minimum Point, so it is enough to get Investors and Grant Money. Or just to get Future Seekers, like me, following this Imposter. Our Future Generations are going to pay for the mess that EL ON has made here. By the way, if you think the ""Boring Company,"" is just another cute little name EL ON came up with; NO, the word ""Bor,"" means ""Drill,"" in the Dutch Language. That is exactly what the ""Boring Company,"" is doing; ""Drilling."" Under the Major Cities of the USA. There is something else going On here with EL ON. EL ON is from South Africa, but We All know the Dutch Settled in South Africa and created a Mass Apartiehd System, of Segregation, Hate, and Genocide on the Darker Peoples of South Africa.  The Dutch created one of the most Ruthless and Shameful Acts of Racism in Our Most Recent History. That same Dutch Mentality and Blood is in the Vessels of this Boy Genius, EL ON, that Everyone is praising today. The USA Government allows a Dutch / South African / Canadian / USA Alien Foreign Immigrant to come to Our Country and dig up under the streets in Our Major Cities in the name of getting from Point A to Point B faster, and he does his Ventures with USA Government Funding. What a Fu@kin joke. You People better wake up. EL ON is a master salesman and a golden boy for Future Seekers that want the latest gadgets for their garages. This is why he; sta, sta, sta, studders his words so much, because most of his words and prototypes will never come to fruition, and some are just lies. Last point: Why do I call him EL ON? Well, you know that all of the Biblical Arch Angels (Nephilims) have the EL on their last names (Micha'EL, Gabri'EL, Ari'EL, Isra'EL, etc.); and ON was an Ancient Demi-God of the Mesopotamian Era. EL ON is representing himself as this genius that We have started to worship as some sort of a Demi-God. I am kind of stuck on what to think about this EL ON now. I will keep track of his so-called progress and then make a determination.",spam,negative,0,1
502.0,What if it gets a flat tire or the tire explodes,ham,negative,0,1
503.0,Fast Travel IRL,spam,neutral,0,0
504.0,Wouldn't it be cheaper to just build more roads to work with self driving cars?,ham,negative,0,1
505.0,What is you just stood on the platform and let it take you around the place be like a rollercoaster,ham,neutral,0,0
506.0,"They need just to make a west route first so it’s big city’s like Denver, Seattle, Salt Lake City, Los Angels, San Francisco, Portland, Phoenix, Las Vegas, and Santa Fe. Make route with these Major Cities. I can totally see like Salt Lake City being the middle of the route. So like SLC to Las Vegas to Los Angels to San Francisco, Or SLC to Phoenix to Santa Fe to Denver to SLC, or Denver to Cheyenne, WYOMING to Boise, Idaho to Seattle. 
So if they are going to make route just make it Montana, Wyoming, Colorado, New Mexico, Arizona, Utah, Oregon, Nevada, and California maybe Texas?",spam,neutral,0,0
